,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,2019-04-10 00:00:00,2024-12-24 00:00:00,2085 days 00:00:00,87.91946308724832,9503617.372543335,12556056.495766228,2179892.315768637,-4.96382627456665,968.944528710726,-0.8868920085159271,10.390031034847398,-0.8873154836011254,-0.08535989984451024,-0.12123482574135033,-0.032066659964891324,0.2516241297486994,-0.005382609891254568,-27.65776072365985,-3.560592177138809,1402 days 00:00:00,110 days 00:00:00,664,48.795180722891565,6.889386036301475,-7.199720310274177,-0.1334069233214219,12 days 00:00:00,3 days 00:00:00,0.9908647158327056,-0.018200977697254473,-0.19762386326841444,-0.009222008457947628,"MLWalkForwardStrategy(n_train=200,retrain_frequency=20,forecast_periods=7,forecast_threshold=0.015,price_delta=0.07)","                  Equity  DrawdownPct DrawdownDuration
date                                                  
2019-04-10  1.000000e+07     0.000000              NaT
2019-04-11  1.000000e+07     0.000000              NaT
2019-04-12  1.000000e+07     0.000000              NaT
2019-04-13  1.000000e+07     0.000000              NaT
2019-04-14  1.000000e+07     0.000000              NaT
...                  ...          ...              ...
2024-12-20  9.490286e+06     0.244167              NaT
2024-12-21  9.477557e+06     0.245180              NaT
2024-12-22  9.437548e+06     0.248367              NaT
2024-12-23  9.431757e+06     0.248828              NaT
2024-12-24  9.503617e+06     0.243105        1402 days

[2086 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice    ExitPrice           SL           TP            PnL  ...  EntryTime   ExitTime Duration   Tag Entry_y_true Exit_y_true  Entry_forecast  Exit_forecast
0    -216       200      201     9230.00    9876.1000    9876.1000    8583.9000 -142859.134080  ... 2019-10-27 2019-10-28   1 days  None         -1.0         1.0            -1.0           -1.0
1    -214       202      206     9204.45    9279.0000    9279.0000    8560.7802  -19118.066640  ... 2019-10-29 2019-11-02   4 days  None          0.0        -1.0            -1.0           -1.0
2    -211       207      214     9289.85    8880.0000    8880.0000    8639.2536   83411.279320  ... 2019-11-03 2019-11-10   7 days  None         -1.0        -1.0            -1.0           -1.0
3    -219       215      219     9040.16    8406.7071    8800.0000    8406.7071  135669.493984  ... 2019-11-11 2019-11-15   4 days  None         -1.0        -1.0            -1.0           -1.0
4    -237       220      224     8471.62    8218.6300    8218.6300    7878.7089   56794.158600  ... 2019-11-16 2019-11-20   4 days  None         -1.0        -1.0            -1.0           -1.0
..    ...       ...      ...         ...          ...          ...          ...            ...  ...        ...        ...      ...   ...          ...         ...             ...            ...
659   -19      2072     2073    96593.00  101125.0000  103354.5100   89831.4900  -89113.313600  ... 2024-12-11 2024-12-12   1 days  None          0.0        -1.0             1.0            1.0
660    18      2073     2078   101125.00  108203.7500  103333.0000  108203.7500  124403.166000  ... 2024-12-12 2024-12-17   5 days  None         -1.0        -1.0             1.0           -1.0
661   -17      2079     2080   106133.74  100204.0100  113563.1018   98704.3782   97999.216600  ... 2024-12-18 2024-12-19   1 days  None          0.0        -1.0             1.0           -1.0
662    19      2080     2081   100204.01   97461.8600   93189.7293  107218.2907  -55105.371224  ... 2024-12-19 2024-12-20   1 days  None         -1.0        -1.0            -1.0            1.0
663   -19      2081     2082    97461.86   97805.4400  104284.1902   90639.5298   -9496.082960  ... 2024-12-20 2024-12-21   1 days  None         -1.0        -1.0             1.0            1.0

[664 rows x 18 columns]"
